,date,campaignName,adGroupName,targeting,matchType,__v_x,active_x,bid,optimizing_x,__v_y,active_y,optimizing_y,__v_x,active,dailyBudget,optimizing,premiumBidAdjustment,bidMultiplier,bidOptimization_y,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,__v_y,conversions,sales,Number_of_word,campaignName_enc,adGroupName_enc,targeting_enc,matchType_enc
23,2022-08-21,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,exact,0,2,0.8,0,0,2,0,0,2,60,0,2,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,14,12,46,1
24,2022-08-21,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,phrase,0,1,0.62,0,0,1,0,0,1,30,0,1,0,0,0,10,0.0,0,0,0,0.0,0,0,0.0,3,14,12,46,2
25,2022-08-21,Gloves - SP - manual,exact,thumb arthritis compression gloves,exact,0,3,0.5700000000000001,0,0,3,0,0,3,300,0,3,0,0,2,34,1.42,0,0,0,0.0,0,0,0.0,4,15,17,77,1
26,2022-08-28,Brace - SP - BBM,bbm,+copper +brace,broad,0,6,3.5999999999999996,0,0,6,0,0,6,180,0,6,0,0,0,65,0.0,0,0,0,0.0,0,0,0.0,2,0,14,0,0
27,2022-08-28,Brace - SP - BBM,bbm,+tendonitis +wrist,broad,0,1,0.66,0,0,1,0,0,1,30,0,1,0,0,0,37,0.0,0,0,0,0.0,0,0,0.0,2,0,14,3,0
28,2022-08-28,Brace - SP - Broad - Generic - GS,Generic Keywords,sport wrist brace,broad,0,5,4.0,0,0,5,0,0,5,100,0,5,0,0,0,100,0.0,0,0,0,0.0,0,0,0.0,3,1,2,68,0
29,2022-08-28,Brace - SP - Broad - Generic - GS,Generic Keywords,wrist brace typing,broad,0,2,0.46,0,0,2,0,0,2,40,0,2,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,1,2,84,0
30,2022-08-28,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury,broad,0,2,0.34,0,0,2,0,0,2,50,0,0,0,0,0,15,0.0,0,0,0,0.0,0,0,0.0,2,2,6,90,0
31,2022-08-28,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury brace,broad,0,3,0.9299999999999999,0,0,3,0,0,3,75,0,0,0,0,0,5,0.0,0,0,0,0.0,0,0,0.0,3,2,6,91,0
32,2022-08-28,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury support,broad,0,2,0.62,0,0,2,0,0,2,50,0,0,0,0,0,4,0.0,0,0,0,0.0,0,0,0.0,3,2,6,93,0
33,2022-08-28,Brace - SP - Competitor manual,brace,night wrist brace,broad,0,6,1.56,0,0,6,0,0,6,120,0,0,0,0,0,11,0.0,0,0,0,0.0,0,0,0.0,3,3,15,59,0
34,2022-08-28,Brace - SP - Exact - Generic - GS,Left,left wrist brace,exact,0,2,0.6,0,0,2,0,0,2,40,0,0,0,0,0,8,0.0,0,0,0,0.0,0,0,0.0,3,4,7,54,1
35,2022-08-28,Brace - SP - Exact - Generic - GS,Left,left wrist brace women,exact,0,2,0.6,0,0,2,0,0,2,40,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,4,4,7,55,1
36,2022-08-28,Brace - SP - Exact - Generic - GS,Left,wrist brace left hand,exact,0,2,0.6,0,0,2,0,0,2,40,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,4,7,83,1
37,2022-08-28,Brace - SP - Exact - Generic - GS,Left,wrist stabilizer left hand,exact,0,1,0.3,0,0,1,0,0,1,20,0,0,0,0,0,11,0.0,0,0,0,0.0,0,0,0.0,4,4,7,97,1
38,2022-08-28,Brace - SP - Exact - Injury KW - GS,Sprains,wrist brace for sprained wrist,exact,0,7,3.5700000000000003,0,0,7,0,0,7,140,0,0,0,0,1,90,0.92,0,0,0,0.0,0,0,0.0,5,5,10,82,1
39,2022-08-28,Catch all grouped,brace,comfybrace,phrase,0,4,0.56,0,0,4,0,0,4,80,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,1,6,15,16,2
40,2022-08-28,Catch all grouped,brace,edema glove,phrase,0,3,0.30000000000000004,0,0,3,0,0,3,60,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,6,15,34,2
41,2022-08-28,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,ace gloves,broad,0,1,0.41,0,0,1,0,0,1,10,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,2,7,3,4,0
42,2022-08-28,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,exact,0,1,0.4,0,0,1,0,0,1,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,7,3,25,1
43,2022-08-28,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,phrase,0,3,1.23,0,0,3,0,0,3,30,0,0,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,2,7,3,25,2
44,2022-08-28,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,carpal tunnel gloves,exact,0,2,1.06,0,0,2,0,0,2,40,0,2,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,8,4,15,1
45,2022-08-28,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,gloves carpal tunnel,exact,0,3,0.99,0,0,3,0,0,3,60,0,3,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,8,4,44,1
46,2022-08-28,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper gloves men,broad,0,3,0.66,0,0,3,0,0,3,60,0,3,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,3,9,0,32,0
47,2022-08-28,Gloves - SP - Cerebro - Broad,Cerebro - Broad,pressure glove,broad,0,4,2.72,0,0,4,0,0,4,80,0,4,0,0,0,26,0.0,0,0,0,0.0,0,0,0.0,2,9,0,61,0
48,2022-08-28,Gloves - SP - Cerebro - Exact,gloves,gaming gloves,exact,0,1,0.15,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,10,18,42,1
49,2022-08-28,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression glove,phrase,0,7,3.29,0,0,7,0,0,7,175,0,7,0,0,2,75,1.26,0,0,0,0.0,0,0,0.0,2,11,1,17,2
50,2022-08-28,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude,phrase,0,3,24.450000000000003,0,0,3,0,0,3,135,0,0,0,0,1,7,0.73,1,1,1,15.94,0,1,15.94,1,12,5,38,2
51,2022-08-28,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude compression gloves,exact,0,1,6.83,0,0,1,0,0,1,45,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,12,5,39,1
52,2022-08-28,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude infused copper pair of compression gloves,exact,0,2,9.8,0,0,2,0,0,2,90,0,0,0,0,1,4,1.89,1,1,1,15.94,0,1,15.94,7,12,5,41,1
53,2022-08-28,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,exact,0,6,1.62,0,0,6,0,0,6,210,0,0,0,0,0,16,0.0,0,0,0,0.0,0,0,0.0,6,13,18,11,1
54,2022-08-28,Gloves - SP - KW - MIX - Discovery,gloves,compression glove,broad,0,1,0.35,0,0,1,0,0,1,35,0,0,0,0,0,122,0.0,0,0,0,0.0,0,0,0.0,2,13,18,17,0
55,2022-08-28,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,exact,0,4,1.6,0,0,4,0,0,4,120,0,4,0,0,1,10,1.08,0,0,0,0.0,0,0,0.0,3,14,12,46,1
56,2022-08-28,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,phrase,0,1,0.62,0,0,1,0,0,1,30,0,1,0,0,0,15,0.0,0,0,0,0.0,0,0,0.0,3,14,12,46,2
57,2022-08-28,Gloves - SP - Top Keywords,Top Keywords,mens copper gloves,phrase,0,2,0.84,0,0,2,0,0,2,60,0,2,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,14,12,57,2
58,2022-08-28,Gloves - SP - manual,exact,thumb arthritis compression gloves,exact,0,7,1.33,0,0,7,0,0,7,700,0,7,0,0,0,92,0.0,0,0,0,0.0,0,0,0.0,4,15,17,77,1
59,2022-09-04,Brace - SP - BBM,bbm,+tendonitis +wrist,broad,0,7,4.62,0,0,7,0,0,7,210,0,7,0,0,1,416,1.0,0,0,0,0.0,0,0,0.0,2,0,14,3,0
60,2022-09-04,Brace - SP - Broad - Generic - GS,Generic Keywords,sport wrist brace,broad,0,4,3.2,0,0,4,0,0,4,80,0,4,0,0,1,64,0.7,1,1,1,15.94,0,1,15.94,3,1,2,68,0
61,2022-09-04,Brace - SP - Broad - Generic - GS,Generic Keywords,wrist brace typing,broad,0,3,0.6900000000000001,0,0,3,0,0,3,60,0,3,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,3,1,2,84,0
62,2022-09-04,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury,broad,0,3,0.51,0,0,3,0,0,3,75,0,0,0,0,1,62,0.75,0,0,0,0.0,0,0,0.0,2,2,6,90,0
63,2022-09-04,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury brace,broad,0,3,0.9299999999999999,0,0,3,0,0,3,75,0,0,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,3,2,6,91,0
64,2022-09-04,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury support,broad,0,1,0.31,0,0,1,0,0,1,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,2,6,93,0
65,2022-09-04,Brace - SP - Competitor manual,brace,night wrist brace,broad,0,5,1.3,0,0,5,0,0,5,100,0,0,0,0,0,24,0.0,0,0,0,0.0,0,0,0.0,3,3,15,59,0
66,2022-09-04,Brace - SP - Competitor manual,brace,night wrist brace,phrase,0,1,0.34,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,3,15,59,2
67,2022-09-04,Brace - SP - Competitor manual,brace,night wrist support,broad,0,1,0.26,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,3,15,60,0
68,2022-09-04,Brace - SP - Exact - Generic - GS,Left,left wrist brace women,exact,0,1,0.3,0,0,1,0,0,1,20,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,4,4,7,55,1
69,2022-09-04,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace for men,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,5,5,10,70,1
70,2022-09-04,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace for women,exact,0,2,1.02,0,0,2,0,0,2,40,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,5,5,10,71,1
71,2022-09-04,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace left,exact,0,2,1.02,0,0,2,0,0,2,40,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,4,5,10,72,1
72,2022-09-04,Brace - SP - Exact - Injury KW - GS,Sprains,wrist brace for sprained wrist,exact,0,2,1.02,0,0,2,0,0,2,40,0,0,0,0,2,43,1.84,0,1,1,15.94,0,1,15.94,5,5,10,82,1
73,2022-09-04,Catch all grouped,brace,canilleras para manos,phrase,0,2,0.2,0,0,2,0,0,2,40,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,6,15,14,2
74,2022-09-04,Catch all grouped,brace,edema glove,broad,0,1,0.1,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,6,15,34,0
75,2022-09-04,Catch all grouped,brace,edema glove,phrase,0,4,0.4,0,0,4,0,0,4,80,0,0,0,0,0,6,0.0,0,0,0,0.0,0,0,0.0,2,6,15,34,2
76,2022-09-04,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,phrase,0,4,1.64,0,0,4,0,0,4,40,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,2,7,3,25,2
77,2022-09-04,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper fit gloves,exact,0,1,0.18,0,0,1,0,0,1,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,7,3,28,1
78,2022-09-04,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,gloves carpal tunnel,exact,0,7,2.31,0,0,7,0,0,7,140,0,7,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,8,4,44,1
79,2022-09-04,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper gloves men,broad,0,5,1.1,0,0,5,0,0,5,100,0,5,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,9,0,32,0
80,2022-09-04,Gloves - SP - Cerebro - Broad,Cerebro - Broad,swelling reducer for hands,broad,0,2,0.28,0,0,2,0,0,2,40,0,2,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,4,9,0,73,0
81,2022-09-04,Gloves - SP - Cerebro - Exact,gloves,gaming gloves,exact,0,3,0.44999999999999996,0,0,3,0,0,3,60,0,0,0,0,0,5,0.0,0,0,0,0.0,0,0,0.0,2,10,18,42,1
82,2022-09-04,Gloves - SP - Cerebro - Exact,gloves,swelling reducer for hands,exact,0,1,0.26,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,10,18,73,1
83,2022-09-04,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression glove,phrase,0,6,2.82,0,0,6,0,0,6,150,0,6,0,0,1,56,0.61,1,1,1,15.94,0,1,15.94,2,11,1,17,2
84,2022-09-04,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,swelling reducer for hands,phrase,0,1,0.15,0,0,1,0,0,1,25,0,1,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,4,11,1,73,2
85,2022-09-04,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude,exact,0,1,8.15,0,0,1,0,0,1,45,0,0,0,0,0,6,0.0,0,0,0,0.0,0,0,0.0,1,12,5,38,1
86,2022-09-04,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude compression gloves,exact,0,2,13.66,0,0,2,0,0,2,90,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,12,5,39,1
87,2022-09-04,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude gloves,exact,0,3,20.4,0,0,3,0,0,3,135,0,0,0,0,5,11,6.43,2,2,2,31.88,0,2,31.88,2,12,5,40,1
88,2022-09-04,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,exact,0,6,1.62,0,0,6,0,0,6,210,0,0,0,0,0,19,0.0,0,0,0,0.0,0,0,0.0,6,13,18,11,1
89,2022-09-04,Gloves - SP - KW - MIX - Discovery,gloves,compression glove,broad,0,1,0.35,0,0,1,0,0,1,35,0,0,0,0,2,175,1.38,0,0,1,15.94,0,1,15.94,2,13,18,17,0
90,2022-09-04,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,exact,0,7,2.8000000000000003,0,0,7,0,0,7,210,0,7,0,0,0,29,0.0,0,0,0,0.0,0,0,0.0,3,14,12,46,1
91,2022-09-04,Gloves - SP - manual,exact,thumb arthritis compression gloves,exact,0,7,1.33,0,0,7,0,0,7,700,0,7,0,0,2,64,1.42,0,0,0,0.0,0,0,0.0,4,15,17,77,1
92,2022-09-11,Brace - SP - BBM,bbm,+tendonitis +wrist,broad,0,7,4.62,0,0,7,0,0,7,210,0,7,0,0,0,557,0.0,0,0,0,0.0,0,0,0.0,2,0,14,3,0
93,2022-09-11,Brace - SP - Broad - Generic - GS,Generic Keywords,sport wrist brace,broad,0,4,3.2,0,0,4,0,0,4,80,0,4,0,0,1,68,0.7,1,1,1,15.94,0,1,15.94,3,1,2,68,0
94,2022-09-11,Brace - SP - Broad - Generic - GS,Generic Keywords,wrist brace typing,broad,0,1,0.23,0,0,1,0,0,1,20,0,1,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,1,2,84,0
95,2022-09-11,Brace - SP - Broad - Generic - GS,Generic Keywords,wrist relief for pain,broad,0,2,0.46,0,0,2,0,0,2,40,0,2,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,1,2,96,0
96,2022-09-11,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury,broad,0,2,0.34,0,0,2,0,0,2,50,0,0,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,2,2,6,90,0
97,2022-09-11,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury brace,broad,0,3,0.9299999999999999,0,0,3,0,0,3,75,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,2,6,91,0
98,2022-09-11,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury support,broad,0,1,0.31,0,0,1,0,0,1,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,2,6,93,0
99,2022-09-11,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury support brace,broad,0,1,0.31,0,0,1,0,0,1,25,0,0,0,0,1,6,0.75,0,0,0,0.0,0,0,0.0,4,2,6,94,0
100,2022-09-11,Brace - SP - Competitor manual,brace,night wrist brace,broad,0,4,1.04,0,0,4,0,0,4,80,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,3,15,59,0
101,2022-09-11,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace for women,exact,0,2,1.02,0,0,2,0,0,2,40,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,5,5,10,71,1
102,2022-09-11,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace left,exact,0,3,1.53,0,0,3,0,0,3,60,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,5,10,72,1
103,2022-09-11,Brace - SP - Exact - Injury KW - GS,Sprains,wrist brace for sprained wrist,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,5,0.0,0,0,0,0.0,0,0,0.0,5,5,10,82,1
104,2022-09-11,Brace - SP - Exact - Injury KW - GS,Tendinitis,wrist wraps tendonitis,exact,0,1,0.33,0,0,1,0,0,1,20,0,0,0,0,0,14,0.0,0,0,0,0.0,0,0,0.0,3,5,11,101,1
105,2022-09-11,Catch all grouped,brace,edema glove,broad,0,1,0.1,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,6,15,34,0
106,2022-09-11,Catch all grouped,brace,edema glove,phrase,0,4,0.4,0,0,4,0,0,4,80,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,6,15,34,2
107,2022-09-11,Catch all grouped,brace,wrist copper,broad,0,1,0.1,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,6,15,87,0
108,2022-09-11,Catch all grouped,gloves,emf gloves,phrase,0,1,0.1,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,6,18,36,2
109,2022-09-11,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,phrase,0,6,2.46,0,0,6,0,0,6,60,0,0,0,0,0,9,0.0,0,0,0,0.0,0,0,0.0,2,7,3,25,2
110,2022-09-11,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,carpal tunnel gloves,exact,0,1,0.53,0,0,1,0,0,1,20,0,1,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,8,4,15,1
111,2022-09-11,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,gloves carpal tunnel,exact,0,4,1.32,0,0,4,0,0,4,80,0,4,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,8,4,44,1
112,2022-09-11,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper gloves men,broad,0,6,1.32,0,0,6,0,0,6,120,0,6,0,0,1,6,0.4,0,0,0,0.0,0,0,0.0,3,9,0,32,0
113,2022-09-11,Gloves - SP - Cerebro - Broad,Cerebro - Broad,swelling reducer for hands,broad,0,1,0.14,0,0,1,0,0,1,20,0,1,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,9,0,73,0
114,2022-09-11,Gloves - SP - Cerebro - Exact,gloves,swelling reducer for hands,exact,0,1,0.26,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,10,18,73,1
115,2022-09-11,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression glove,phrase,0,6,2.82,0,0,6,0,0,6,150,0,6,0,0,2,66,1.28,0,0,0,0.0,0,0,0.0,2,11,1,17,2
116,2022-09-11,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,swelling reducer for hands,phrase,0,1,0.15,0,0,1,0,0,1,25,0,1,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,11,1,73,2
117,2022-09-11,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude,exact,0,1,8.15,0,0,1,0,0,1,45,0,0,0,0,0,4,0.0,0,0,0,0.0,0,0,0.0,1,12,5,38,1
118,2022-09-11,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude compression gloves,exact,0,1,6.83,0,0,1,0,0,1,45,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,12,5,39,1
