,_id,keywordId,adGroupId,campaignId,profileId,targeting,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,date,__v,conversions,sales,campaignName,adGroupName,matchType,CR,x_prior,x_post ,Date,Leave,campaignType,conv_value,avg_cpc,bid,slope
53,63882d10ea239eac10b481ec,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-10-16,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
54,63882d10ea239eac10b481ed,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-10-17,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
55,63882d10ea239eac10b481f0,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,1,15,1.35,0,0,0,0.0,2022-10-10,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
56,63882d10ea239eac10b481ef,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,2,0.0,0,0,0,0.0,2022-10-06,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
57,63882d10ea239eac10b481f1,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-10-14,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
58,63882d10ea239eac10b481ee,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,8,0.0,0,0,0,0.0,2022-10-04,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
59,63882d10ea239eac10b481f4,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,7,0.0,0,0,0,0.0,2022-10-20,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
60,63882d10ea239eac10b481f3,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,2,0.0,0,0,0,0.0,2022-10-19,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
61,63882d10ea239eac10b481f6,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,3,0.0,0,0,0,0.0,2022-10-05,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
62,63882d10ea239eac10b481f7,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,1,0.0,0,0,0,0.0,2022-10-09,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
63,63882d10ea239eac10b481f8,130078908229139,49449683614806,16297002239515,3932195223562143,finger support arthritis,0,4,0.0,0,0,0,0.0,2022-10-11,0,0,0.0,Gloves - SP - manual,exact,exact,0.1466438208596609,0.1466438208596609,0.14579983392090645,2022-12-14,47.0,sponsoredProducts,15.710588235294116,0,0.43,0.3333333333333333
