,_id,keywordId,adGroupId,campaignId,profileId,targeting,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,date,__v,conversions,sales,campaignName,adGroupName,matchType,CR,x_prior,x_post ,Date,Leave,campaignType,conv_value,clicks_filter,cost_filter,avg_cpc,bid
941,63991b6007c1047fb994f84c,155054129852361,29133953995410,11562017053024,3932195223562143,gloves men,0,1,0.0,0,0,0,0.0,2022-12-13,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.05
942,639a6ce007c1047fb9953120,155054129852361,29133953995410,11562017053024,3932195223562143,gloves men,0,4,0.0,0,0,0,0.0,2022-12-14,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.05
943,639a6ce007c1047fb9953108,194397155779695,29133953995410,11562017053024,3932195223562143,carpal tunnel sleeve,0,0,0.0,0,0,0,0.0,2022-12-14,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.14
944,639a6ce007c1047fb995310e,260263443104684,29133953995410,11562017053024,3932195223562143,copper wrist brace men,0,1,0.0,0,0,0,0.0,2022-12-14,0,0,0.0,Catch all grouped,gloves,phrase,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.14
945,639a6ce007c1047fb9953113,108546632993592,29133953995410,11562017053024,3932195223562143,copper wrist brace women,0,6,0.0,0,0,0,0.0,2022-12-14,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.14
946,639a6ce007c1047fb9953121,220640225529265,29133953995410,11562017053024,3932195223562143,bowling gloves right hand womens,0,1,0.0,0,0,0,0.0,2022-12-14,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.14
947,639a6ce007c1047fb9953111,176444637353356,29133953995410,11562017053024,3932195223562143,finger compression,0,2,0.0,0,0,0,0.0,2022-12-14,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.1
948,639bbe6007c1047fb99569c6,225512454814068,29133953995410,11562017053024,3932195223562143,wrist support,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.1
949,639bbe6007c1047fb99569ca,75078743637118,29133953995410,11562017053024,3932195223562143,finger compression,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,exact,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.1
950,639bbe6007c1047fb99569d9,269642610648252,29133953995410,11562017053024,3932195223562143,finger splints arthritis,0,0,0.0,0,0,0,0.0,2022-12-15,0,0,0.0,Catch all grouped,gloves,broad,0.08233534644348325,0.08233534644348325,0.08171220410392017,2022-12-14,46.0,sponsoredProducts,15.7,2,0.2,0.1,0.14
